L -70.4704, 210.6864, 8.1138,  -70.3170, 210.0733, 8.0105,  0, 0, 0
L -70.9673, 212.6745, 8.4340,  -70.4704, 210.6864, 8.1138,  0, 0, 0
L -71.4463, 214.5902, 8.7441,  -70.9673, 212.6745, 8.4340,  0, 0, 0
L -71.9430, 216.5771, 9.0649,  -71.4463, 214.5902, 8.7441,  0, 0, 0
L -72.4214, 218.4908, 9.3738,  -71.9430, 216.5771, 9.0649,  0, 0, 0
L -72.9205, 220.4870, 9.6962,  -72.4214, 218.4908, 9.3738,  0, 0, 0
L -73.4002, 222.4062, 10.0053,  -72.9205, 220.4870, 9.6962,  0, 0, 0
L -73.8970, 224.3930, 10.3268,  -73.4002, 222.4062, 10.0053,  0, 0, 0
L -74.3812, 226.3299, 10.6395,  -73.8970, 224.3930, 10.3268,  0, 0, 0
L -74.8778, 228.3163, 10.9627,  -74.3812, 226.3299, 10.6395,  0, 0, 0
L -75.3613, 230.2502, 11.2726,  -74.8778, 228.3163, 10.9627,  0, 0, 0
L -75.8559, 232.2287, 11.5919,  -75.3613, 230.2502, 11.2726,  0, 0, 0
L -76.3389, 234.1604, 11.9038,  -75.8559, 232.2287, 11.5919,  0, 0, 0
L -76.8371, 236.1533, 12.2256,  -76.3389, 234.1604, 11.9038,  0, 0, 0
L -77.3208, 238.0883, 12.5380,  -76.8371, 236.1533, 12.2256,  0, 0, 0
L -77.8151, 240.0655, 12.8573,  -77.3208, 238.0883, 12.5380,  0, 0, 0
L -78.2995, 242.0029, 13.1703,  -77.8151, 240.0655, 12.8573,  0, 0, 0
L -78.7990, 244.0010, 13.4927,  -78.2995, 242.0029, 13.1703,  0, 0, 0
L -79.2807, 245.9278, 13.8038,  -78.7990, 244.0010, 13.4927,  0, 0, 0
L -79.7783, 247.9182, 14.1251,  -79.2807, 245.9278, 13.8038,  0, 0, 0
L -80.2600, 249.8449, 14.4370,  -79.7783, 247.9182, 14.1251,  0, 0, 0
L -80.7585, 251.8388, 14.7582,  -80.2600, 249.8449, 14.4370,  0, 0, 0
L -81.2356, 253.7473, 15.0648,  -80.7585, 251.8388, 14.7582,  0, 0, 0
L -81.7348, 255.7443, 15.3858,  -81.2356, 253.7473, 15.0648,  0, 0, 0
L -82.2176, 257.6754, 15.6961,  -81.7348, 255.7443, 15.3858,  0, 0, 0
L -82.7125, 259.6552, 16.0136,  -82.2176, 257.6754, 15.6961,  0, 0, 0
L -83.1920, 261.5731, 16.3214,  -82.7125, 259.6552, 16.0136,  0, 0, 0
L -83.6919, 263.5726, 16.6425,  -83.1920, 261.5731, 16.3214,  0, 0, 0
L -84.1754, 265.5050, 16.9510,  -83.6919, 263.5726, 16.6425,  0, 0, 0
L -137.7556, 252.1455, 16.9562,  -84.1754, 265.5050, 16.9510,  0, 0, 0
L -139.6864, 251.6623, 16.9561,  -137.7556, 252.1455, 16.9562,  0, 0, 0
L -148.5005, 242.9227, 15.9505,  -139.6864, 251.6623, 16.9561,  0, 0, 0
L -162.6335, 228.7750, 15.6894,  -148.5005, 242.9227, 15.9505,  0, 0, 0
L -230.7799, 0.9091, 0.0020,  -230.7265, -15.5412, 0.0020,  0, 0, 0
L -230.7265, 2.8960, 0.0020,  -230.7799, 0.9091, 0.0020,  0, 0, 0
L -237.5121, 3.4563, 0.0020,  -230.7265, 2.8960, 0.0020,  0, 0, 0
L -247.5042, 3.8129, 0.0020,  -237.5121, 3.4563, 0.0020,  0, 0, 0
L -250.9349, 3.7663, 0.0020,  -247.5042, 3.8129, 0.0020,  0, 0, 0
L -252.9045, 3.6402, 0.0020,  -250.9349, 3.7663, 0.0020,  0, 0, 0
L -253.4031, -16.5483, 0.0020,  -252.9045, 3.6402, 0.0020,  0, 0, 0
L -253.3754, -18.5277, 0.0020,  -253.4031, -16.5483, 0.0020,  0, 0, 0
L -234.8228, -19.1633, 0.0020,  -253.3754, -18.5277, 0.0020,  0, 0, 0
L -232.8520, -19.2115, 0.0020,  -234.8228, -19.1633, 0.0020,  0, 0, 0
L -230.8714, -19.0533, 0.0020,  -232.8520, -19.2115, 0.0020,  0, 0, 0
L -230.3881, -7.5851, 0.0020,  -230.8714, -19.0533, 0.0020,  0, 0, 0
L 10.9727, -143.3564, 2.0020,  -13.0315, -143.6422, 2.0020,  240, 240, 0
L 12.9504, -143.3324, 2.0020,  10.9727, -143.3564, 2.0020,  240, 240, 0
L 13.4395, -26.2800, 2.0020,  12.9504, -143.3324, 2.0020,  240, 240, 0
L 13.3911, -24.3073, 2.0020,  13.4395, -26.2800, 2.0020,  240, 240, 0
L -10.8071, -24.5105, 2.0020,  13.3911, -24.3073, 2.0020,  240, 240, 0
L -12.7813, -24.5348, 2.0020,  -10.8071, -24.5105, 2.0020,  240, 240, 0
L -13.2451, -143.6481, 2.0020,  -12.7813, -24.5348, 2.0020,  240, 240, 0
L -166.9343, -69.6713, 1.0020,  -155.5607, -69.6713, 1.0020,  0, 0, 0
L -168.9039, -69.6713, 1.0020,  -166.9343, -69.6713, 1.0020,  0, 0, 0
L -170.8356, -70.1636, 2.0020,  -168.9039, -69.6713, 1.0020,  0, 0, 0
L -171.0056, -72.1517, 1.8682,  -170.8356, -70.1636, 2.0020,  0, 0, 0
L -158.7261, -72.2662, 1.0020,  -171.0056, -72.1517, 1.8682,  0, 0, 0
L -156.7326, -72.2663, 1.0020,  -158.7261, -72.2662, 1.0020,  0, 0, 0
L -156.2350, -107.6374, 1.0020,  -156.7326, -72.2663, 1.0020,  0, 0, 0
L -156.2353, -109.6351, 1.0020,  -156.2350, -107.6374, 1.0020,  0, 0, 0
L -191.1589, -109.6713, 1.0020,  -156.2353, -109.6351, 1.0020,  0, 0, 0
L -193.1418, -109.6712, 1.0020,  -191.1589, -109.6713, 1.0020,  0, 0, 0
L -193.6402, -74.3452, 1.0020,  -193.1418, -109.6712, 1.0020,  0, 0, 0
L -193.6398, -72.3721, 1.0020,  -193.6402, -74.3452, 1.0020,  0, 0, 0
L -182.9578, -72.2661, 1.0020,  -193.6398, -72.3721, 1.0020,  0, 0, 0
L -180.9601, -72.2661, 1.0020,  -182.9578, -72.2661, 1.0020,  0, 0, 0
L -179.0558, -71.7434, 2.0020,  -180.9601, -72.2661, 1.0020,  0, 0, 0
L -178.6217, -69.7997, 1.9073,  -179.0558, -71.7434, 2.0020,  0, 0, 0
L -193.7557, -69.6713, 1.0020,  -178.6217, -69.7997, 1.9073,  0, 0, 0
L -195.7263, -69.6713, 1.0020,  -193.7557, -69.6713, 1.0020,  0, 0, 0
L -196.2036, -110.2454, 1.0020,  -195.7263, -69.6713, 1.0020,  0, 0, 0
L -196.0442, -112.2326, 1.0020,  -196.2036, -110.2454, 1.0020,  0, 0, 0
L -156.1100, -112.2663, 1.0020,  -196.0442, -112.2326, 1.0020,  0, 0, 0
L -154.1362, -112.2661, 1.0020,  -156.1100, -112.2663, 1.0020,  0, 0, 0
L -153.6401, -71.7754, 1.0020,  -154.1362, -112.2661, 1.0020,  0, 0, 0
L -153.6913, -69.8004, 1.0020,  -153.6401, -71.7754, 1.0020,  0, 0, 0
L -164.6728, -69.6639, 1.0020,  -153.6913, -69.8004, 1.0020,  0, 0, 0
L -111.6714, -153.6326, 1.0020,  -111.6715, -167.0082, 1.0020,  0, 0, 0
L -111.8160, -151.6623, 1.9227,  -111.6714, -153.6326, 1.0020,  0, 0, 0
L -113.7808, -151.4529, 2.0020,  -111.8160, -151.6623, 1.9227,  0, 0, 0
L -114.2663, -163.6066, 1.0020,  -113.7808, -151.4529, 2.0020,  0, 0, 0
L -114.2666, -165.6061, 1.0020,  -114.2663, -163.6066, 1.0020,  0, 0, 0
L -149.3206, -165.6401, 1.0020,  -114.2666, -165.6061, 1.0020,  0, 0, 0
